gene_id,F1_1_1,F1_2_1,F1_3_1,F5_1_1,F5_2_1,F5_3_1,anno_chr,anno_start,anno_end
p3h4,13,22,0,0,0,0,chr19,18423378,18492453
casp8l1,91,80,157,5,0,0,chr6,13096480,13100661
xpnpep2,218,110,445,185,0,143,chr14,33591626,33613768
wu:fj42b12,10096,10096,12311,6512,4214,4177,chr21,30562441,30597184
il1b,62,28,60,33,80,20,chr10,44956660,44963775
cox7a2l,16,10,17,10,271,0,chr12_KZ115382v1_alt|chr12,69941|25197383,74134|25201576
si:dkeyp-94g1.1,482,20,21,68,0,46,chr2,48545804,48561471
fuca2,127,154,198,123,60,79,chr17|chr17_KZ115511v1_alt,6438051|60978,6451699|74626
capns1a,834,1489,2065,1266,282,1061,chr5,36654819,36665691
zgc:123244,9,0,0,0,0,0,chr3_KZ115068v1_alt,231000,236656
capns1b,352,354,640,364,213,336,chr15,29116147,29122826
zgc:171490,0,0,0,0,0,0,chr22,6546697,6562618
fgl2a,53,33,83,157,36,0,chr4,20178694,20181964
LOC100534805,608,1240,1208,414,677,369,chrUn_KN150328v1,3117,12829
rps6ka1,613,298,568,304,88,148,chr17,27162386,27170054
unc5b,7,36,56,0,4,14,chr13,29128411,29224360
unc5c,4532,3352,3841,2834,2502,1890,chr10,883516,1107794
unc5a,1617,2304,1478,1381,1248,1011,chr14,51164054,51619388
si:ch211-71m22.1,28,32,40,148,0,8,chr2,8586953,8611675
nr2f6a,952,824,1134,809,347,406,chr2,24374367,24386382
si:ch211-71m22.3,0,9,0,8,0,0,chr2,8644424,8648440
fastk,709,325,714,544,83,245,chr2,32579017,32594777
aprt,284,243,303,203,71,168,chr7,55530533,55539728
hpca,1809,1142,2414,1405,498,981,chr19,32623233,32710922
cplx3b,108,22,158,81,8,42,chr18,5677303,5692353
pomp,2088,1869,2302,1789,1003,1152,chr21,40712883,40717636
ormdl3,0,0,9,0,0,0,chr12_KZ115376v1_alt,170124,178200
cryba2a,0,20,0,5,0,0,chr6,13780210,13783634
bcar1,967,478,865,421,263,228,chr18,22606212,22688073
bcar3,1548,1162,1561,881,383,485,chr8,15084386,15162330
vdra,49,95,225,32,36,44,chr23,45770161,45825632
sec11a,447,36,12,19,161,0,chr18_KZ114967v1_alt,307186,316533
ndufa7,1623,1613,1278,1181,916,1152,chr8,47804234,47811954
ndufa4,846,801,444,510,421,601,chr12|chr12_KZ115369v1_alt,9880814|104108,9884326|107621
ndufa5,6214,6516,5335,4981,5009,3713,chr4,4930406,4932578
deptor,397,245,605,294,210,161,chr16,14588148,14675909
galnt10,61,19,32,30,0,12,chr21,45879745,45891262
rpl13a,770,550,608,1212,587,416,chr17_KZ115527v1_alt|chr17,177068|24615091,179897|24617919
arl1,2486,2552,2381,2498,1517,1889,chr4,5910255,5913412
her7,8,16,29,75,20,12,chr5,68807198,68808485
n4bp1,1534,1571,1958,1308,440,652,chr18,18406033,18422543
galnt11,4615,4527,6042,3603,1316,2271,chr24,7558161,7587395
LOC100189617,0,0,0,132,0,0,chr22,9891551,9896196
ndufa8,191,352,1426,224,162,206,chr10_KZ115307v1_alt|chr10,209529|9410337,217625|9419993
arl6,149,181,138,96,69,107,chr1,34203925,34232792
her5,0,0,0,1,0,0,chr14,30543045,30544560
or103-3,0,0,0,0,0,0,chr15,31438764,31439726
mapkapk5,1504,1214,1635,1262,941,843,chr5,69553681,69571572
mapkapk3,121,116,109,169,52,97,chr11,34584275,34629175
zgc:91999,11,0,4,18,0,0,chr24,38270474,38288895
rps28,12222,9251,11007,14738,10480,8259,chr2,24507594,24509698
fsta,36,31,71,46,0,12,chr5_KZ115138v1_alt|chr5,329969|40504910,335458|40510399
egln3,36,74,52,127,0,12,chr17,9911978,9930037
selenoo2,20,24,25,12,61,0,chr4,5378374,5388423
trappc13,3539,4020,3800,2684,2146,2016,chr10,15340769,15382142
trim71,1854,923,1577,1129,760,917,chr16,7742660,7793457
rmdn1,2111,2575,2886,1977,2057,1438,chr24,42141313,42148339
mxi1,182,123,205,106,19,42,chr22_KZ115657v1_alt|chr22,36879|30330563,64847|30358531
tnni4b.3,0,7,3,90,0,5,chr25,20113555,20118978
tnni4b.2,16,16,16,32,0,0,chr25,20090074,20096520
u2af2a,2723,2308,3949,1919,1033,849,chr16,12812502,12821071
u2af2b,4586,5126,6216,4117,2525,2665,chr19,10299651,10323845
gucd1,109,79,110,100,19,108,chr8_KZ115268v1_alt|chr8,328442|30730594,340081|30742233
rangrf,417,348,421,284,143,389,chr5,54280626,54293885
unc50,558,595,683,214,366,244,chr6,3984842,3998199
bin1b,8,58,4,40,25,0,chr6,6999489,7052603
lingo3a,120,66,205,149,13,123,chr22,20573862,20575679
gtf2e1,246,145,310,15,60,16,chr9_KZ114907v1_alt,360464,388779
gtf2e2,2064,2142,2453,1989,1077,1466,chr1,22851746,22872274
heatr3,668,1239,1099,762,676,618,chr7,37898621,37919391
heatr1,8059,7841,10837,6456,3467,5216,chr12,9619910,9700605
sgcg,0,0,0,0,0,0,chr15,9327302,9347581
si:ch211-182d3.1,48,67,95,43,11,13,chr5_KZ115125v1_alt|chr5,64151|33356425,163858|33460959
sgce,3075,2238,3323,2550,1377,1490,chr19,41038665,41069503
sh3bgrl2,255,50,288,168,83,142,chr23,31405551,31423729
sgcb,948,605,913,399,369,328,chr20,23173710,23184495
lpp,12,8,8,7,36,2,chr6,28294199,28686415
lpl,20,0,12,101,0,38,chr22,15624521,15629128
pcyt1aa,173,170,280,143,67,56,chr2,9755496,9779959
LOC100331830,0,0,0,2,0,0,chr22,25734180,25735418
sap30l,4594,4410,4515,3938,4153,2749,chr21,45875789,45878872
grip1,2496,3173,3804,1175,424,931,chr4,13035935,13255700
gcdha,1653,1785,2065,1086,763,978,chr6,8314553,8328453
dscc1,28,27,12,20,0,16,chr16,14572008,14587290
spcs1,1373,1771,1414,1483,1082,946,chr11,3989406,3993503
n4bp2,161,234,280,118,74,208,chr1|chr1_KZ115018v1_alt,23372587|108057,23393799|129269
saga,17,17,0,13,1218,64,chr2,5480125,5505020
slc25a3a,71,64,60,19,48,0,chr4,16844973,16853474
ufl1,1851,1240,1446,1808,1234,795,chr20,418513,438646
lxn,1271,1041,1162,1199,640,804,chr15,1181425,1198886
strn3,2536,2019,3307,2883,1679,1898,chr17,28707168,28742980
slc25a3b,21857,27177,26415,21690,21819,16033,chr25,3306741,3321365
snx9b,47,24,48,272,36,125,chr20,43016437,43079478
snx9a,153,45,36,34,0,34,chr17,33158350,33201840
dhtkd1,1554,1155,1744,847,670,504,chr25,8032000,8055229
scgn,19,32,38,0,44,35,chr16|chr16_KZ115488v1_alt,6356460|44386,6377668|65594
jag2b,452,364,574,347,180,254,chr20_KZ115606v1_alt|chr20,247994|21391196,331815|21475618
rpl7l1,233,211,409,314,155,242,chr20,36675086,36679222
eif1axa,20,21,16,16,17,20,chr5_KZ115112v1_alt|chr5,8329|24002598,14835|24009104
pomk,54,30,77,28,32,11,chr13|chr13_KZ115403v1_alt,9548898|209281,9555468|215851
mpp6b,122,228,233,106,27,164,chr19,20061893,20106486
npm3,378,393,323,426,176,225,chr13,11975956,11984903
mpp6a,135,232,307,236,0,80,chr16,21442362,21489562
eapp,283,163,330,239,204,184,chr17,9951619,9962527
slc6a16b,55,20,127,44,0,12,chr24,38618502,38644937
ect2,161,94,144,68,37,36,chr11,10389374,10456387
apobec2b,6,10,2,9,0,9,chr23|chr23_KZ115678v1_alt,19213472|57560,19221027|65115
lpar5a,16,0,32,12,0,0,chr2,48282590,48284160
lpar5b,106,60,20,55,37,5,chr15,40040155,40041455
apobec2a,60,45,121,44,65,72,chr22,641342,651678
dbt,1424,1087,1533,899,499,555,chr22,16293167,16305821
ptgr1,125,142,262,98,218,216,chr7_KZ115226v1_alt,25816,31972
ptgr2,331,485,867,243,246,234,chr17,37287852,37299394
nr4a2b,237,101,271,598,141,64,chr6,12462079,12465842
gal3st1a,7,5,16,0,0,0,chr5_KZ115106v1_alt|chr5,47269|12888816,61386|12902933
jupa,16,24,41,92,29,84,chr11|chr11_KZ115339v1_alt,11719610|210211,11781232|271033
pycard,9,0,0,43,0,0,chr16,41984033,41990414
or125-2,0,0,0,0,0,0,chr21,21702817,21703737
them6,64,345,86,60,74,126,chr2,51098640,51109476
abhd17b,114,117,85,51,0,57,chr5,25733814,25747761
them4,436,541,443,595,103,510,chr16,17763848,17798411
gucy2d,28,3,108,0,30,2,chr5_KZ115133v1_alt|chr5,275885|38123643,307247|38155005
gucy2f,60,29,60,79,128,51,chr15,29362750,29378348
casq2,804,233,701,826,104,471,chr9,33097289,33107154
scg5,11097,9096,11642,8244,5605,6533,chr19,47524023,47527173
tcf7l1a,579,532,459,327,301,206,chr10,42195733,42297889
scg3,675,558,604,428,316,341,chr18|chr18_KZ115581v1_alt,39434589|76235,39473055|114701
men1,1384,1698,1479,576,347,548,chr7,17691849,17712606
uqcrq,2023,2334,1895,1934,1404,1528,chr14,38875079,38878455
zcchc4,12,8,12,20,5,14,chr12_KZ115377v1_alt|chr12,50981|22645324,75936|22670279
hspd1,3195,2590,3190,2788,1707,1777,chr9,32286606,32300716
igf1ra,98,75,260,63,14,55,chr18,20882694,21046793
dusp19b,220,254,121,162,151,80,chr7,6670317,6680622
tom1l2,2234,6970,13926,7875,2604,8666,chr3|chr12,62091299|18376670,62125718|18408588
bglapl,163,54,33,1124,108,12,chrUn_KN150680v1,8442,10291
slc6a1b,4066,4797,5663,3474,3279,3087,chr11,998796,1024483
epcam,4,0,0,7,0,0,chr13|chr13_KZ114931v1_alt,8840870|250629,8843363|253122
uqcrb,8037,7796,7845,7080,6441,5646,chr19,44049652,44054977
tmem59l,7649,6167,7195,4772,3051,3440,chr22,21128110,21150538
tmem184ba,91,86,97,96,55,73,chr12|chr12_KZ114926v1_alt,19320636|556489,19340220|576073
dmc1,0,20,0,29,0,12,chr12|chr12_KZ114926v1_alt,19356683|592536,19362190|598043
lama1,855,396,886,851,151,543,chr24,41690545,41784171
lama2,148,156,176,133,24,152,chr20,1799016,2035120
vps35,3247,2511,3664,1918,1256,1314,chr7,41757464,41812356
lama5,800,1100,1097,1139,430,568,chr23,9567334,9768700
vps36,644,829,650,641,287,441,chr10,24660171,24677416
vps39,573,330,744,335,209,111,chr17,50074470,50113486
gjd2b,14,9,28,12,0,2,chr20_KZ115600v1_alt|chr20_KZ114968v1_alt|chr20,324142|206018|9960803,327005|208911|9963666
fosb,21,20,65,247,0,14,chr18,36769758,36774965
ctnnbip1,934,992,826,642,565,639,chr23,29711569,29751730
snrkb,1126,590,1101,618,81,207,chr25,13498188,13526319
sra1,92,56,180,132,32,28,chr21,43882274,43891416
taar10d,0,0,0,0,0,0,chr20|chr20_KZ115613v1_alt|chr20_KZ114970v1_alt,46145718|272906|129887,46146729|273917|130898
taar10b,0,0,0,0,0,0,chr20_KZ115613v1_alt|chr20|chr20_KZ114970v1_alt,264288|46137100|121269,265298|46138110|122279
taar10c,0,0,0,0,0,0,chr20|chr20_KZ115613v1_alt|chr20_KZ114970v1_alt,46154142|281330|138311,46155153|282341|139322
lhx1a,1977,2081,2920,1379,669,911,chr15,27703411,27710353
dpp3,1484,1223,1753,1248,654,965,chr21,27340690,27354669
rab6bb,1310,711,1486,1131,339,1063,chr2,22795507,22801797
arl5c,448,338,509,560,138,226,chr3,16134376,16141895
emc10,2766,2829,2753,2378,1434,1484,chr3,30241238,30248290
il2rgb,57,0,40,65,47,38,chr14,30962255,30967284
ttyh3b,1339,608,838,626,191,278,chr1,11785645,11850118
otpa,1652,804,1329,723,426,495,chr21,7582036,7585834
ulk3,2527,2024,1599,1628,969,1217,chr18,5619837,5642061
otpb,586,196,527,203,108,93,chr5,51615992,51619262
paqr4a,68,58,85,72,12,32,chr3|chr3_KZ115071v1_alt,30943893|17530,30962460|36097
anapc2,1198,963,1418,859,671,581,chr5,54555562,54580564
anapc5,944,292,694,394,818,360,chr8,40186511,40205078
anapc4,1952,3423,2782,2618,1550,1452,chr20,23475381,23494695
anapc7,405,238,631,392,146,191,chr8,11746771,11769990
mafga,0,25,27,17,0,34,chr3,55401951,55404985
suv39h1a,0,0,0,5,0,0,chr8,23395506,23405093
cep112,246,440,401,225,244,203,chr3,55684770,56030100
suv39h1b,465,439,321,689,205,752,chr8,25750963,25761544
ift172,4634,4635,5430,3532,2718,2417,chr20,38837238,38900415
noxo1a,235,302,114,144,76,20,chr3,62161184,62168290
ncaldb,120,23,52,98,45,12,chr19,12297243,12322356
marcksl1a,7701,5480,7239,6793,4342,5166,chr13,46177506,46180510
marcksl1b,46232,34473,50305,36952,19381,31685,chr19,29798106,29800812
zgc:112994,3,0,26,5,0,15,chr23,38159715,38182757
fam49ba,75,45,43,301,20,25,chr2,32215272,32262287
si:ch211-225p5.8,0,0,0,0,0,0,chr16,41974438,41984132
ubap1,2987,3231,3534,2454,1707,1572,chr21,11865957,11881908
zgc:172323,36,40,96,40,12,0,chr16,32736588,32743653
sparta,0,51,0,0,0,0,chr10,34889328,34907435
tmem161a,66,58,147,74,16,28,chr22,18233551,18241375
tmem161b,772,617,918,573,268,234,chr5,48027992,48070779
zgc:158270,3872,5210,4860,3617,3903,3035,chr11,44317285,44335320
ppp5c,1244,1212,1417,1168,1301,1086,chr15,2727942,2753973
phf10,596,564,522,318,97,145,chr13,5978810,6001980
zgc:77929,275,212,168,220,95,93,chr11,11332655,11336986
haao,16,12,33,3,0,0,chr13,8958438,8982485
smtnl,14,23,12,17,13,15,chr15,24644016,24671135
crabp1b,510,182,252,389,44,88,chr7,48319940,48342751
fgd4a,25,127,239,95,4,44,chr18_KZ115547v1_alt,84054,168030
tbc1d5,2212,2184,2280,1044,794,939,chr19,20404285,20446756
plppr5b,39,30,87,0,53,7,chr24,30120815,30199070
atg3,1333,1268,1516,1301,634,693,chr6,7109963,7123169
zic4,10447,9109,9783,6007,1901,3371,chr24,4978215,4982416
zic5,16861,10791,16786,11275,6414,5863,chr9,31274111,31278048
srsf11,58653,88282,80936,48866,36988,33400,chr11,45388196,45400144
zic3,6484,4986,7729,5023,1526,2315,chr14,32012470,32016615
acot8,386,376,325,131,123,64,chr11,1512583,1520946
zic1,77084,61730,73610,49909,17506,34953,chr24,4970333,4973765
acot7,166,103,227,151,122,51,chr8,46758260,46894356
fgf24,5,0,0,0,24,0,chr14,5507996,5546497
tbc1d7,1340,1457,1134,667,336,749,chr20,52825214,52846212
fgf22,0,5,3,0,0,5,chr22_KZ115638v1_alt|chr22_KZ114976v1_alt|chr22,14178|14178|19111444,59066|59066|19156332
fgf23,59,0,83,0,7,0,chr4,5193257,5194972
nkain1,5449,4753,5627,5566,3112,5631,chr19,43017844,43031312
tnfrsf19,134,198,140,146,59,193,chr15,8235531,8309117
shank2b,1243,1356,2411,758,256,342,chr25_KZ115729v1_alt|chr25,231803|14165455,417516|14366077
kif6,56,22,112,74,12,38,chr17,48745739,48805074
kif7,947,514,618,459,252,349,chr7,14394674,14442413
kif4,12,16,24,56,25,39,chr21,44737595,44772729
numa1,150,258,191,127,96,52,chr15,44021044,44052927
jph2,674,364,943,418,16,155,chr23,35721611,35756115
jph3,580,297,616,312,134,218,chr25,12640211,12694674
zgc:158417,0,0,0,0,0,0,chr6,1764469,1768753
zgc:162989,3731,3240,3320,2131,1657,1801,chr17,2063868,2095867
trim35-39,43,88,95,34,0,32,chr23,6872473,6879731
zgc:158412,12,0,15,45,0,12,chr5,30384559,30391820
crmp1,1390,318,464,295,45,110,chr1,14348399,14364712
tmem234,237,253,347,138,100,124,chr13,33314673,33317328
trim35-36,0,11,30,53,0,18,chr22_KZ115662v1_alt,137268,145771
trim35-31,4,7,22,0,0,0,chr3,5538454,5555500
trim35-30,0,6,4,0,0,0,chr18|chr18_KZ114958v1_alt,7622040|70230,7631301|79491
adtrp1,262,209,321,193,16,109,chr23,4362501,4367404
tmem232,16,0,8,0,0,42,chr5,56965177,56997795
zgc:153247,1431,1667,3316,1468,1537,1342,chr1,59015232,59021796
srsf1a,2382,2821,3135,2947,392,3049,chr15|chr15_KZ115479v1_alt,16072081|80350,16076370|84615
lnpk,1087,654,1213,639,211,414,chr6,10838642,10863632
tnfrsf1a,116,104,104,225,205,111,chr16,17062091,17072440
bbs1,50,13,45,7,15,26,chr21_KZ115630v1_alt|chr21,116557|27464536,138789|27481382
bbs2,54,97,63,81,76,134,chr18_KZ115555v1_alt|chr18,405353|17516586,420250|17531483
bbs5,539,707,526,277,207,290,chr9,48284606,48296430
bbs4,30,3,5,2,0,7,chr25|chr25_KZ115723v1_alt,2668876|69899,2702935|103958
bbs7,438,428,639,390,257,381,chr14,46376971,46395394
lnpa,154,149,164,84,71,66,chr9,2020821,2045512
spic,0,0,0,0,0,4,chr4,17807837,17812115
rnf128a,1793,1386,1921,1995,882,989,chr5,23677431,23696874
nap1l4a,83,79,79,107,32,45,chr25|chr25_KZ115742v1_alt,23555619|79393,23583133|106907
pptc7a,400,131,488,255,13,132,chr8,4368540,4398768
nap1l4b,776,741,1398,497,260,310,chr7,31776091,31794828
arih1l,14,24,34,15,23,9,chr7|chr7_KZ115212v1_alt,13491512|155369,13511829|175686
si:dkey-51e6.1,253,239,186,264,25,154,chr20,33981955,33985412
clns1a,1027,951,869,1036,793,794,chr18,3140682,3153275
rap1gap,141,95,327,124,56,51,chr23,22267374,22425257
ntrk2a,1311,1366,1448,914,799,647,chr8,49778486,49870676
f2rl1.2,5,0,5,0,0,0,chr21,7921717,7928101
znf281b,1114,756,1366,723,413,308,chr12,16087077,16102398
f2rl1.1,16,0,0,0,0,0,chr21,7934576,7939965
zgc:162183,92,72,112,35,36,4,chr17,20569806,20588603
col27a1b,186,123,236,90,31,30,chr5,65180792,65325802
zgc:162184,0,28,16,4,0,8,chr17,45654354,45679226
manea,185,183,242,296,64,224,chr17,15658873,15667176
aifm2,975,631,1167,795,578,657,chr13,7241170,7259154
aifm3,59,10,47,33,0,19,chr5,12637823,12673559
aifm1,661,683,745,534,270,673,chr5_KZ115110v1_alt|chr5,65676|22550614,88735|22573673
egfra,655,599,588,1310,282,502,chr2,3696038,3820142
aifm4,0,0,0,36,0,0,chr15,25438784,25448412
zgc:194101,0,29,8,0,0,0,chr1,52430059,52431199
slain1a,105,124,78,75,73,67,chr9_KZ115282v1_alt|chr9_KZ114901v1_alt|chr9_KZ115757v1_alt|chr9,543068|211904|82007|17348745,580779|249615|119718|17386456
rpl35a,22320,15093,21673,25949,15948,15058,chr18,45781232,45788649
trappc6b,409,401,469,394,67,183,chr23,32021818,32027198
si:ch1073-357b18.4,582,372,483,299,213,147,chr12,52468,54375
smg1,12502,3613,15303,10161,2801,5052,chr3,31118026,31158437
ogna,0,0,0,8,0,0,chr22,10454605,10459880
ognb,9,15,0,7,14,4,chr23_KZ114986v1_alt,209287,212452
zgc:64022,55,120,48,48,0,0,chr19,24123409,24125422
si:dkey-42i9.4,1018,953,1000,952,449,505,chr22,10540446,10541730
si:dkey-42i9.6,630,303,678,331,321,277,chr22,10560734,10570749
si:dkey-42i9.7,21,6,11,9,26,0,chr22,10575287,10580187
dpm3,501,290,414,294,156,257,chr19,8533975,8536474
dpm2,101,67,109,62,100,65,chr5_KZ115122v1_alt|chr5,25391|31714352,27752|31716713
dpm1,0,119,132,229,168,173,chr23_KZ115680v1_alt|chr23,237335|20513128,241643|20517429
dhh,0,0,5,33,0,0,chr23,27740537,27749062
olfcq1,0,0,0,0,0,0,chr18,33340868,33344315
meis2b,281,389,361,348,229,254,chr20,10099109,10118728
olfcq3,0,0,0,0,0,0,chr18|chr18_KZ115571v1_alt,33373925|206277,33378068|210422
prkaa1,643,422,815,359,68,123,chr5,33240541,33255759
deaf1,677,689,571,619,274,314,chr25,4661029,4689500
ube2al,1275,829,1262,831,445,322,chr9,8968965,8972763
si:ch211-225b11.1,558,504,1611,1096,421,502,chr5,20786771,20814576
timm13,447,210,491,208,240,199,chr22,10771114,10774749
timm10,1576,1678,1451,1672,810,1298,chr1,44390456,44395246
zgc:172014,0,0,0,0,0,0,chr4,30775428,30780676
ttyh2l,392,259,296,246,193,201,chr3,51563695,51657712
ftr81,0,0,0,0,0,0,chr13,33462232,33468697
fam135a,2770,2367,3927,1972,779,1092,chr13,39188737,39227389
slc7a1b,31,4,68,20,0,0,chr15,7302170,7337162
ftr82,180,138,135,272,55,76,chr5,30707130,30715229
pus7l,743,1085,1031,541,592,670,chr4,14188327,14192254
cers2a,50,27,94,32,0,47,chr19,8775057,8812837
arid1b,3198,1195,3692,2802,337,1342,chr20,4897996,5052838
ccdc191,4,9,0,7,16,0,chr24_KZ115707v1_alt,106243,134313
zgc:162160,74,25,60,73,0,18,chr16,42193163,42238120
abi3a,149,157,303,287,90,65,chr3,33395942,33417826
yju2,1103,870,788,831,446,529,chr2,52049239,52063439
atp5f1b,39695,48954,50454,27909,31315,23279,chr11,13207898,13213070
kremen1,0,8,24,8,0,0,chr5,16151937,16274058
hirip3,2948,5370,3859,2372,3173,2413,chr3,15193504,15210377
hmgcs1,447,311,460,491,190,92,chr10,6013073,6034410
twf1b,374,446,728,363,241,127,chr4,14193080,14207468
gnl3l,82,3272,2331,158,954,886,chr11,25485774,25502490
kcnj11l,424,291,519,293,112,172,chr25,7670686,7676816
olig3,31,24,16,0,0,25,chr13,1305352,1308020
alas1,5804,5862,6270,5015,4478,3070,chr11,260763,270210
alas2,96,40,162,1146,51,130,chr8_KZ115258v1_alt|chr8,104616|21353940,119927|21369028
zgc:171509,21,36,4,32,0,0,chr18,39060753,39065033
dnai1.2,18,32,53,29,0,28,chr21,17956856,17982844
nansa,915,588,998,1249,616,1024,chr1,12335867,12344788
limd2,493,184,495,147,27,54,chr3,31850898,31875138
ano1a,1953,1142,2258,1338,799,578,chr7,54322648,54439967
cep135,933,1312,7311,752,3638,528,chr20,25711718,25735315
plaat1,89,146,101,92,41,88,chr11,45421761,45425888
homer1b,3069,2403,3935,1917,903,1362,chr5,51774986,51831010
zgc:113227,103,29,148,44,4,55,chr6,6662479,6666426
ddit3,10858,12753,12564,12656,7732,10781,chr6,58915889,58919086
ubash3bb,1456,1499,2113,1115,549,875,chr15,21276735,21320638
wbp1la,88,77,65,99,0,45,chr13,28580394,28598597
wbp1lb,35,44,64,4,0,18,chr1,31674379,31699955
txn,0,0,0,0,0,0,chr7_KZ115226v1_alt,5698,12841
crebbpb,4125,2942,4396,2317,1109,1323,chr3|chr3_KZ115083v1_alt,9638767|218220,9723339|302580
si:dkey-221l4.10,16,12,4,3,0,0,chr17_KZ115531v1_alt|chr17,86806|26850158,104817|26868169
si:ch211-59d15.9,194,111,348,276,146,136,chr20,9124369,9125011
dnlz,528,469,656,581,458,391,chr21,4245857,4250673
dtymk,85,79,106,99,76,59,chr6,27104963,27108789
opn1sw2,16,0,20,4,0,2,chr11|chr11_KZ115359v1_alt,25472777|98690,25475403|101290
opn1sw1,0,0,6,0,0,0,chr4,13577665,13580318
telo2,42,52,47,99,44,21,chr24_KZ115721v1_alt|chr24,83941|37799818,107611|37823488
zgc:171772,24129,19125,23092,29375,22313,18301,chr11,44901301,44906467
zgc:171775,0,0,0,0,0,0,chr23|chr23_KZ115665v1_alt,10146542|54030,10162871|70321
sarm1,537,275,629,304,56,87,chr15,28189552,28199762
zgc:171776,0,0,0,0,0,0,chr9,8396755,8399108
rab14l,621,868,794,980,357,797,chr5,72171843,72178782
ugt2a6,46,0,48,57,14,5,chr5,69856155,69865619
cfap58,168,113,176,147,128,143,chr1,47831619,48012255
tpcn2,9,0,12,42,0,60,chr7,55004315,55051835
tpcn3,25,8,82,15,12,24,chr11,30647536,30661754
ccnd1,565,433,492,726,141,480,chr7,54670054,54677422
ccnd3,9,41,5,4,12,51,chr22,537716,547748
znf1041,40,92,119,62,28,68,chr4,28418829,28424192
tfip11,2526,2480,2979,1679,1780,1458,chr23,17848990,17866097
cfap53,145,80,162,123,101,59,chr21,22549720,22557469
cfap52,0,0,0,12,0,0,chr6_KZ115175v1_alt,312138,328005
en1b,2233,1742,2345,1591,1569,1132,chr1,7679328,7683372
kank1a,438,458,438,564,248,308,chr5,44846363,44941009
kank1b,56,9,52,54,0,65,chr5,33222127,33236637
en1a,265,64,143,101,174,65,chr9,781050,785288
arrdc2,413,385,660,1025,354,225,chr11,13528436,13533782
pla2g12b,23,33,29,0,0,0,chr13,4671740,4683086
il22ra2,0,0,0,0,0,0,chr13,23623346,23630981
zgc:174180,26,32,4,82,32,30,chr4,68614373,68635193
gad2,3853,3963,4101,2872,2459,4267,chr24,6133145,6158933
fam168b,679,628,879,1413,614,949,chr24,31334295,31347202
fam168a,666,424,769,557,240,934,chr18,2837563,2935695
tmprss4a,16,0,0,0,0,0,chr15,12435975,12459335
tmprss4b,3,2,0,5,3,0,chr5,37903790,37912059
ca15c,0,0,0,0,0,0,chr12,4338298,4346085
ca15b,0,0,0,5,0,0,chr12,4294923,4301342
stn1,812,919,1395,974,696,827,chr1,47499913,47513484
rdh1,5,0,0,0,4,5,chr9,48680187,48700806
miox,0,12,1,1,0,10,chr18,6732453,6742257
myl9a,318,147,221,400,91,147,chr23,42813418,42823356
myl9b,244,158,174,88,67,86,chr6,1787280,1799330
mios,1604,2515,2317,1516,601,675,chr16,47272823,47301376
atf6b,3530,3421,3210,1635,2037,1634,chrUn_KN150164v1,3539,10423
dtx1,99,108,184,7,23,26,chrUn_KN150578v1,14227,42858
ugt2a4,0,0,0,7,0,0,chr5,69926766,69934558
ccndx,12,0,0,0,0,9,chr3,30153966,30158395
adam10a,1046,590,1200,976,362,511,chr7,30409071,30492030
ankrd54,1186,1081,1476,1059,741,834,chr3,26035665,26044759
adam10b,3359,3198,3338,1897,1477,1207,chr25,150514,160548
pfn2l,3596,2744,3279,2448,1513,1556,chr2,10147104,10151834
sulf1,148,121,103,123,0,64,chr24,19518576,19587529
dusp23a,0,11,0,8,0,0,chr20_KZ114969v1_alt|chr20,257895|43113465,262840|43118410
dusp23b,1372,1128,799,671,552,749,chr17,6276559,6282608
cmss1,390,420,510,590,391,626,chr9,29984988,29994135
faxdc2,1648,1425,1720,1494,458,1225,chr21,45841731,45852112
dnaaf1,8,9,0,28,0,30,chr7,29012033,29017230
dnaaf2,210,503,308,200,182,106,chr13,111147,114186
dnaaf4,68,116,97,28,40,20,chr18,2169144,2180811
dnaaf6,28,0,6,14,15,5,chr2_KZ115049v1_alt|chr2,331967|44400773,337303|44406109
hpxa,37,0,17,0,0,0,chr9,32840928,32847639
