"gene_id","F1_1_1","F1_2_1","F1_3_1","F4_2_1","F4_3","F4_6_1","F5_1_1","F5_2_1","F5_3_1","M1_1","M1_4_1","M1_7","M4_12","M4_6_1","M4_9","anno_chr","anno_start","anno_end"
"pdcd10b",732,468,570,900,1082,931,520,164,581,2038,1732,1294,380,368,1121,"chr2","36721459","36731963"
"smim13",2162,1818,1964,4057,2736,4196,1614,1284,1202,3626,4171,3997,2581,1666,4617,"chr19","3717982","3726768"
"smim12",947,636,777,929,1135,1258,671,511,447,1684,1747,1351,925,763,1031,"chr19","37135675","37139452"
"gnpnat1",147,135,321,78,122,135,94,50,50,228,162,66,112,11,0,"chr17","15216030","15219940"
"smim15",463,219,472,739,1189,1405,937,327,481,643,663,1225,472,1009,636,"chr8","16726379","16730366"
"smim14",43,52,37,43,31,274,21,26,7,43,35,25,0,90,0,"chr1|chr1_KZ115018v1_alt","23297623|33093","23308233|43703"
"c3b.2",172,46,196,528,224,58,14,29,19,305,109,20,0,0,487,"chr22","26129245","26175237"
"smim19",752,336,321,680,864,707,429,102,343,1482,852,791,702,769,723,"chr14","21238672","21242245"
"urm1",320,394,397,561,420,348,324,239,319,263,383,269,126,158,246,"chr10|chr10_KZ115309v1_alt","10313024|41354","10326027|54357"
"pick1",149,102,265,36,311,352,109,25,17,1158,1355,809,0,32,687,"chr3","3610140","3634851"
"si:ch73-41e3.7",0,17,46,48,68,157,15,45,5,24,18,37,0,86,0,"chr1","518853","524433"
"tex47",7,20,6,122,33,0,14,12,0,47,45,58,0,0,41,"chr12","48542998","48552716"
"zgc:171534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr13","330609","337318"
"hoxa13b",0,0,10,0,21,0,0,0,0,0,0,0,0,0,0,"chr16","20895904","20897833"
"stk35l",2379,1490,1882,4491,3721,3883,1146,944,875,5939,6340,4777,6499,2811,6396,"chr6","38845697","38858995"
"cfbl",20,0,22,0,16,0,20,0,0,6,0,0,0,0,0,"chr21_KZ115630v1_alt|chr21","101202|27448869","113504|27461126"
"rab9a",59,292,1247,1380,1262,357,156,24,150,507,623,549,358,97,886,"chr9","54686685","54704498"
"uox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr11","8160894","8167856"
"or134-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr6","52859511","52860458"
"klf9",200,85,204,307,143,33,60,16,40,1586,1336,401,0,52,0,"chr5","26075287","26078122"
"mboat1",155,77,267,476,210,188,165,0,65,579,623,145,166,86,317,"chr16","6395947","6424816"
"zgc:194665",2091,2570,2445,3678,3686,3467,1683,865,1343,4532,4573,4116,3247,2750,4916,"chr25","19999623","20003528"
"mboat7",453,248,410,583,619,430,321,250,187,1404,1613,1069,0,111,961,"chr16","32014616","32025784"
"mboat4",0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,"chr5","66157117","66160415"
"inab",185,69,177,572,310,531,35,108,167,994,1196,1092,317,508,1210,"chr1","31864468","31867717"
"inaa",594,558,506,1468,634,977,330,343,339,1433,1363,1080,269,452,1015,"chr13","28675686","28681036"
"fam204a",996,392,757,212,1040,811,421,273,319,811,619,703,3848,419,227,"chr13_KZ115415v1_alt|chr13","108576|19766896","141502|19799776"
"proca",13,0,0,0,8,92,0,45,0,0,0,0,0,0,0,"chr2","5457334","5475921"
"igf2bp1",76,18,80,128,57,133,34,9,60,75,54,80,0,94,260,"chr3","23518661","23575115"
"slc25a38b",278,125,196,492,509,538,151,56,23,1747,1704,1300,896,64,639,"chr6","7723318","7735030"
"slc25a38a",139,44,95,457,229,196,160,64,123,244,309,232,247,176,359,"chr3","4644029","4663602"
"cept1a",93,46,195,177,116,44,92,0,37,368,291,332,0,17,356,"chr8","12951155","12969237"
"mipol1",112,92,60,215,144,159,20,56,8,136,175,185,78,54,320,"chr17","10325623","10498322"
"cept1b",157,389,513,135,287,430,240,14,138,1157,1107,1368,436,0,432,"chr22","869600","881725"
"tpk2",579,724,740,1489,1122,1790,641,316,272,1040,1175,858,1130,1301,1204,"chr8","14158034","14170755"
"fbxl3b",429,429,392,1439,881,1805,514,161,168,666,868,656,1532,1021,2179,"chr6","59935102","59944310"
"fbxl3a",1706,1453,1747,2216,2063,2551,1254,1021,932,3149,3431,1932,1268,1086,2324,"chr9_KZ115282v1_alt|chr9","40329|16863650","54261|16877582"
"zgc:55781",575,429,442,922,791,1563,472,286,310,1070,1282,1225,898,672,984,"chr2","21620185","21625486"
"gmfb",1959,1359,1965,1548,2274,1375,1308,683,987,6408,5191,4346,1041,1106,1762,"chr13","36585547","36593618"
"adipoqb",0,4,16,0,0,0,0,0,4,52,5,5,0,0,0,"chr2","4490615","4496355"
"rrm2b",112,110,187,66,238,168,234,72,132,166,371,250,85,66,132,"chr19_KZ115593v1_alt|chr19","54781|32918131","65120|32928470"
"clta",1607,1621,1844,2648,2272,2732,1444,832,902,2950,2890,2939,1886,2275,2707,"chr1|chr1_KZ115001v1_alt","12348259|5956","12361930|19627"
"lhfpl6",392,608,536,731,602,796,540,327,339,1612,1562,1166,300,394,517,"chr10","31951338","32038260"
"cftr",6,0,12,93,95,0,18,16,4,47,18,0,4,59,88,"chr18","20677184","20722548"
"lhfpl3",2135,1524,2468,4248,4009,4248,1438,1155,977,9258,9258,7822,3215,2973,8058,"chr4","22365653","22419736"
"mlycd",23,20,52,186,43,153,23,0,0,125,100,136,0,55,145,"chr18|chr18_KZ115551v1_alt","14233549|451280","14274801|492446"
"ptmab",24796,21523,23478,34119,32751,36319,19430,11995,14655,52562,44896,33363,23918,20176,29611,"chr2","5131972","5135125"
"ptmaa",902,1704,2537,1284,2975,4393,1318,590,816,7068,978,6382,603,1147,913,"chr6|chr6_KZ115761v1_alt|chr6_KZ115185v1_alt","29791197|304379|74632","29795027|308209|78462"
"zgc:165518",54,110,88,32,108,218,28,0,32,51,98,47,310,132,164,"chr3","66843","79366"
"grap2a",148,276,319,266,205,616,218,80,99,582,396,347,156,236,343,"chr3","29445473","29468856"
"grap2b",9,0,67,64,57,0,150,0,23,45,146,16,115,0,172,"chr6","427317","442276"
"paplnb",8,53,40,132,174,230,16,0,44,20,130,89,109,8,175,"chr20","33499379","33512423"
"zgc:165514",0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,"chr15","44184479","44189034"
"avpr1aa",0,0,0,48,4,0,4,0,0,92,85,26,0,0,68,"chr25","1550220","1558366"
"avpr1ab",8,0,16,28,100,0,0,0,0,123,169,184,0,0,112,"chr4","9210711","9213418"
"kmt5aa",2291,1936,2164,6357,3794,10809,1848,1306,1155,2889,4087,3335,2805,3754,6599,"chr10","44363180","44372381"
"kmt5ab",88,21,316,651,612,1226,426,99,472,597,415,563,395,938,0,"chr5","69785990","69793796"
"ttll6",30,33,26,35,85,49,10,0,10,45,63,16,0,60,51,"chr12|chr12_KZ115384v1_alt","27099952|4068","27114836|18952"
"LOC101884305",5,0,1,0,0,0,4,0,0,5,0,0,117,0,0,"chr4","71735828","71749716"
"ptger1b",0,0,29,44,26,12,24,0,13,79,66,40,0,0,47,"chr3","13830599","13837063"
"fam53b",912,586,721,2594,1253,2605,2192,402,493,2293,1839,1311,1719,1813,4284,"chr12","46883785","46937954"
"zgc:162396",223,231,290,262,486,699,262,58,144,660,550,467,444,234,597,"chr9","28688918","28691970"
"kcnc3b",347,236,235,801,297,495,138,104,64,848,705,761,850,432,409,"chr24","37080771","37170289"
"lrrk2",1378,2541,5006,4319,6571,3496,1841,959,503,5573,3704,5450,4012,2636,2619,"chr25","35603107","35664817"
"klf12b",71,59,112,96,167,287,54,8,39,429,261,265,172,60,60,"chr9","30720048","30783892"
"hnrnpr",4379,5897,5453,9237,7092,12153,5025,2627,3518,5385,5782,5967,6754,6767,8081,"chr19","74326","82497"
"klf12a",73,18,122,176,287,30,118,17,22,321,246,340,96,167,227,"chr1|chr1_KZ115033v1_alt","34497003|108725","34556718|163840"
"sms",4972,4156,4838,4677,5813,5708,3361,1825,2865,9896,10656,7747,4042,3257,5625,"chr21","25399162","25416391"
"smo",177,222,170,381,193,439,154,136,128,267,341,181,220,364,384,"chr4","14971496","14977525"
"ralgps2",113,73,123,143,194,51,70,29,32,591,409,320,0,42,174,"chr20","15947209","16156419"
"hnrnpk",5451,4917,7103,15330,9303,14074,5189,2398,2657,11400,11401,10872,12662,10685,14895,"chr8","49745668","49766241"
"hnrnpl",1611,2608,7802,6976,4075,8697,465,68,113,4605,3614,345,306,2322,854,"chr5_KZ115132v1_alt|chr5","141172|36900157","156962|36911903"
"ttc9c",358,462,394,888,647,1351,384,301,256,426,504,498,440,660,989,"chr14","45350093","45363735"
"oxct1b",26,0,55,0,0,0,25,0,55,28,20,18,0,0,0,"chr21","20771115","20785883"
"hnrnpc",319,285,360,692,278,82,234,248,366,601,700,338,121,126,144,"chr2_KZ115043v1_alt|chr2","68126|38025260","77058|38034192"
"hnrnpd",2084,2576,2299,6192,4238,4378,3865,1674,2217,9069,8238,5039,3110,3088,5503,"chr10","5000623","5016997"
"im:7152348",92,92,52,140,44,51,56,59,24,166,148,80,0,40,96,"chr6","27884372","27891982"
"mhc1lda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr25","10954770","10961324"
"frem1b",340,602,847,1007,877,1340,515,363,401,488,968,873,142,472,1098,"chr22","17120650","17191400"
"frem1a",78,56,159,545,295,388,96,44,40,225,571,222,460,150,477,"chr7","69653981","69728399"
"ralgps1",408,298,552,381,507,332,354,83,263,1552,1565,1014,99,394,271,"chr8","32914636","33114202"
"csf3a",15,0,32,32,52,0,0,0,0,67,64,19,0,0,0,"chr12","10631266","10637172"
"col17a1a",20,0,0,0,12,0,14,75,6,0,4,7,0,0,40,"chr1","49568335","49605854"
"sdc2",158,95,113,257,310,262,107,102,39,998,903,795,63,171,667,"chr19","47191404","47276297"
"sdc4",91,88,109,146,147,176,200,36,32,456,380,244,0,129,88,"chr6","52664330","52675501"
"cttnbp2nlb",20,10,12,8,12,20,10,2,15,20,20,17,0,39,0,"chr8_KZ114898v1_alt|chr8","11711|27823016","47153|27858458"
"hsbp1l1",0,0,0,0,0,0,0,9,10,0,0,9,0,0,0,"chr19","11429263","11431278"
"nkd2a",0,33,11,0,11,0,0,0,4,63,42,26,57,0,29,"chr16","52999870","53054838"
"nkd2b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr16","52999980","53054838"
"isy1",431,439,547,790,430,711,295,205,196,968,984,576,415,479,853,"chr11","474434","486532"
"mcm10",34,71,58,189,188,140,48,0,74,82,48,72,208,123,172,"chr4","7851277","7869731"
"rarres3l",562,368,354,420,441,336,426,239,255,1083,1006,659,196,264,909,"chr14","45565911","45571764"
"crygm6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr9|chr9_KZ114903v1_alt","22000814|369813","22001775|370774"
"baxb",22,27,24,0,75,86,53,0,28,64,73,49,0,0,0,"chr3","32074794","32079714"
"baxa",1172,894,1344,1641,1019,1641,1084,386,509,2126,1984,1515,1189,718,1759,"chr3","37776493","37785837"
"kctd6b",510,482,732,1168,939,787,506,426,578,964,1343,1003,930,488,951,"chr23","19670113","19673767"
"kctd6a",104,41,83,96,55,50,24,0,30,641,240,169,185,0,158,"chr22","10215558","10219216"
"cd59",10012,4973,5685,4597,7720,3168,10135,2119,3690,25935,23899,18000,2510,2840,8474,"chr7","38695724","38698613"
"chd4a",7358,9156,7380,25303,13629,28889,7207,7302,8083,11123,13128,13077,21636,17839,22146,"chr19","5000885","5058908"
"pi4kab",414,451,854,1572,1481,1646,483,240,216,2797,3174,2281,883,870,1497,"chr8","1741936","1838315"
"pi4kaa",1230,367,987,1544,803,2501,398,169,266,6555,4793,3839,2135,1149,2512,"chr10","3187289","3258073"
"mybl2a",361,288,512,624,409,621,559,200,251,495,368,435,315,177,390,"chr23","4348265","4357768"
"nox1",0,13,4,40,5,0,12,24,0,17,35,27,0,0,0,"chr14","41345209","41360478"
"sdr42e1",45,0,40,20,88,188,76,0,31,152,120,46,0,29,48,"chr18","501116","506098"
"mybl2b",29,25,73,72,20,24,17,0,0,19,8,37,0,36,0,"chr11","1551663","1574656"
"si:ch73-59f11.3",158,105,44,15,65,8,48,48,0,194,24,220,40,161,529,"chr3","6600294","6608342"
"rsph14",10,20,24,20,12,0,0,28,0,11,32,34,0,60,0,"chr8","44566703","44586984"
"chrnb1l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr7","22586800","22607255"
"zgc:112980",8,9,0,30,19,0,2,0,466,7,2,6,0,0,121,"chr1|chr1_KZ114997v1_alt","8539910|4394","8553291|17775"
"zgc:112982",9668,12569,9171,16397,13687,19420,7241,3659,2655,11056,11426,10233,11371,9039,10630,"chr24","24101812","24111473"
"fabp6",0,0,4,0,0,0,0,0,12,19,0,0,0,0,0,"chr21","30043037","30047355"
"fabp2",16,6,4,24,5,0,18,12,11,17,52,0,639,29,0,"chr1_KZ115021v1_alt|chr1","453379|25848636","456273|25851530"
"fabp3",13976,11548,12557,10879,12546,11967,9332,6001,7658,20819,15647,14660,9034,7678,10270,"chr19","42983620","42993278"
"colec10",32,20,0,0,0,36,35,0,32,32,40,27,0,105,0,"chr16","9680908","9694822"
"trpc7a",6,24,24,0,16,0,4,0,24,9,2,2,153,0,0,"chr10|chr10_KZ115318v1_alt","21395288|258075","21429039|291826"
"aadacl4",52,40,65,56,36,48,39,0,43,47,141,40,0,0,44,"chr11","28617564","28619799"
"wasb",308,203,374,511,551,1388,1046,163,408,334,417,336,549,903,913,"chr8","23560183","23578660"
"LOC565422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr7","56677017","56680454"
"ncor2",7426,7196,8938,20271,17538,21326,5095,2834,3139,23180,20843,17692,14083,9547,21453,"chr8","43379436","43574935"
"ncor1",378,2857,2935,4687,7105,11426,1773,812,1325,12752,7420,770,4167,2757,6626,"chr5_KZ115140v1_alt|chr5","113020|41878252","231765|41996511"
"or111-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr15","31356198","31357497"
"or111-3",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,"chr15","31364709","31366742"
"eomesb",785,265,791,981,185,1785,326,235,113,1358,758,1191,698,1223,843,"chr16","55168245","55182394"
"or111-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr15","31389754","31390731"
"or111-7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr15","31399923","31401361"
"or111-4",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,"chr15","31371234","31372214"
"pkma",24498,23634,27426,38731,43208,37635,26753,8986,21952,79397,66580,60565,32220,26597,43697,"chr18","911051","951570"
"il10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr11","21138038","21139481"
"or111-8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr15","31405059","31406093"
"or111-9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr15","31407840","31408784"
"il15",132,291,167,113,98,0,243,84,133,336,125,104,0,0,18,"chr1","53234694","53259746"
"ppp2r5eb",817,404,723,961,892,505,491,276,295,1593,1418,1139,526,266,697,"chr13","37422476","37465524"
"kcns3a",23,0,30,0,38,36,8,0,12,92,124,36,0,0,122,"chr13","32575777","32577386"
"kcns3b",20,60,52,58,64,18,24,0,20,109,63,273,0,44,135,"chr20","14114258","14118296"
"ppp2r5ea",1323,1104,1228,2241,1513,2177,838,375,584,3091,2751,2236,1157,1023,2735,"chr20","20231639","20270173"
"pcdh1g32",60,4,42,0,18,8,14,10,24,117,199,153,0,2,0,"chr10","21807497","21820060"
"pcdh1g33",186,720,541,3564,2645,2430,180,121,617,3443,3101,2083,318,3964,13198,"chr10_KZ115319v1_alt|chr10","50757|21783213","87597|21820060"
"pcdh1g30",434,581,120,1607,2023,9366,177,0,208,2294,3969,825,1541,120,816,"chr10_KZ115319v1_alt|chr10","68574|21801030","87597|21820060"
"atxn1a",63,87,241,108,154,364,80,78,92,614,356,182,121,194,175,"chr19","32456974","32461596"
"pdzd7a",39,27,9,17,46,41,0,31,2,65,103,95,0,17,47,"chr13_KZ115414v1_alt|chr13","20320|18701806","108844|18783673"
"ush1c",8,0,16,84,69,328,14,0,2,0,0,84,0,159,0,"chr25|chr25_KZ115740v1_alt","22643954|474186","22704233|534465"
"tprkb",57,30,15,20,0,52,55,36,27,74,29,0,0,143,0,"chr4","28371733","28373909"
"asap3",471,536,1432,1921,1551,1231,360,279,289,1738,1356,899,1062,891,2403,"chr17","27190220","27235826"
"lcmt1",850,507,428,1102,1123,330,734,510,906,1119,364,861,1122,811,721,"chr12","20378376","20409750"
"lcmt2",82,61,151,96,174,89,59,5,40,164,268,138,136,141,186,"chr9","27720470","27733543"
"pdlim3a",17,0,40,29,8,0,28,0,3,19,28,14,0,0,44,"chr1","17721853","17735863"
"pdlim3b",23,0,8,0,0,0,23,0,12,34,73,80,0,29,38,"chr14_KZ115450v1_alt","124443","140705"
"nuggc.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr19","7878122","7886461"
"zgc:193811",26,1236,76,806,729,40,388,156,415,307,414,311,121,0,33,"chr3","31945590","31951293"
"zgc:193812",958,1182,1029,1526,1605,2388,747,628,609,887,793,886,810,1040,1695,"chr25","19485327","19486411"
"ppp1r7",3953,3057,3539,2055,2433,1873,2881,1379,2546,5684,4258,3425,1273,1311,2042,"chr2","16696059","16707806"
"e4f1",2173,2350,2667,5335,3525,6337,1743,1359,1059,2904,3161,3339,3537,3210,3606,"chr3","18714129","18737126"
"bspry",0,29,24,4,27,84,27,0,8,48,39,7,0,19,0,"chr5","54400923","54415844"
"dicp3.3",0,0,0,0,0,0,23,0,0,11,12,5,0,0,0,"chr16","21808418","21810668"
"si:dkey-172h23.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr7","15214927","15252441"
"dicp3.1",3,0,5,0,0,0,0,0,0,25,0,6,0,0,0,"chr16","21881694","21888047"
"hacd1",32,20,37,0,27,0,46,0,0,103,117,54,0,0,0,"chr7","59021015","59031039"
"aqp7",8,24,4,0,12,0,0,0,0,15,9,21,80,5,28,"chr21","12010579","12020299"
"aqp4",0,0,0,0,0,0,0,0,0,13,11,3,0,0,0,"chr20","18163368","18190005"
"gsg1l",1551,600,1257,4170,5231,4368,1999,133,413,3788,3417,3355,2313,2755,4453,"chr3","28718817","28750496"
"si:dkey-206d17.12",41,8,24,37,4,0,28,0,0,12,31,40,0,0,0,"chr19","3803437","3821678"
"ptpn13",3941,4516,6215,12925,9530,14379,3366,2471,2307,5214,7395,5306,10011,6611,12975,"chr21","9387264","9562272"
"hhla2a.1",30,0,15,85,0,22,52,0,0,40,24,8,0,0,116,"chr10","35417099","35437620"
"p3h4",13,22,0,0,0,0,0,0,0,36,0,24,0,0,0,"chr19","18423378","18492453"
"casp8l1",91,80,157,0,0,137,5,0,0,49,29,18,0,0,0,"chr6","13096480","13100661"
"xpnpep2",218,110,445,528,251,390,185,0,143,384,206,359,340,120,251,"chr14","33591626","33613768"
"wu:fj42b12",10096,10096,12311,28706,18636,29425,6512,4214,4177,12650,14274,14580,15918,18241,20262,"chr21","30562441","30597184"
"il1b",62,28,60,88,132,112,33,80,20,88,96,52,0,129,408,"chr10","44956660","44963775"
"cox7a2l",16,10,17,51,17,0,10,271,0,30,8,33,200,431,0,"chr12_KZ115382v1_alt|chr12","69941|25197383","74134|25201576"
"si:dkeyp-94g1.1",482,20,21,0,20,605,68,0,46,211,286,198,0,0,68,"chr2","48545804","48561471"
"fuca2",127,154,198,267,204,236,123,60,79,220,230,220,122,218,305,"chr17|chr17_KZ115511v1_alt","6438051|60978","6451699|74626"
"capns1a",834,1489,2065,1581,848,1084,1266,282,1061,2700,1962,1549,672,937,796,"chr5","36654819","36665691"
"zgc:123244",9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,"chr3_KZ115068v1_alt","231000","236656"
"capns1b",352,354,640,308,389,175,364,213,336,1721,1285,755,395,69,721,"chr15","29116147","29122826"
"zgc:171490",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,"chr22","6546697","6562618"
"fgl2a",53,33,83,60,89,210,157,36,0,148,116,45,0,88,104,"chr4","20178694","20181964"
"LOC100534805",608,1240,1208,2536,1848,3101,414,677,369,1425,760,750,980,924,2160,"chrUn_KN150328v1","3117","12829"
"rps6ka1",613,298,568,1098,1027,532,304,88,148,2701,2702,1954,1205,163,2073,"chr17","27162386","27170054"
"unc5b",7,36,56,128,91,173,0,4,14,253,267,169,0,105,82,"chr13","29128411","29224360"
"unc5c",4532,3352,3841,12433,7834,20545,2834,2502,1890,5449,5520,4850,14199,12933,14008,"chr10","883516","1107794"
"unc5a",1617,2304,1478,3601,2838,3167,1381,1248,1011,908,1034,1112,2160,2416,2429,"chr14","51164054","51619388"
"si:ch211-71m22.1",28,32,40,96,20,45,148,0,8,230,108,118,132,148,0,"chr2","8586953","8611675"
"nr2f6a",952,824,1134,1060,1429,1326,809,347,406,1986,1991,1621,1211,1004,2225,"chr2","24374367","24386382"
"si:ch211-71m22.3",0,9,0,0,0,0,8,0,0,7,0,0,0,0,0,"chr2","8644424","8648440"
"fastk",709,325,714,1099,989,1437,544,83,245,2632,2833,2237,1410,565,1582,"chr2","32579017","32594777"
"aprt",284,243,303,44,190,254,203,71,168,763,621,484,132,100,65,"chr7","55530533","55539728"
"hpca",1809,1142,2414,1595,2233,2365,1405,498,981,10326,6534,7816,1003,868,3992,"chr19","32623233","32710922"
"cplx3b",108,22,158,199,645,123,81,8,42,819,1297,349,285,136,408,"chr18","5677303","5692353"
"pomp",2088,1869,2302,3619,2924,2928,1789,1003,1152,3585,3206,4015,2841,1874,3051,"chr21","40712883","40717636"
"ormdl3",0,0,9,0,12,0,0,0,0,0,42,0,0,0,0,"chr12_KZ115376v1_alt","170124","178200"
"cryba2a",0,20,0,0,0,0,5,0,0,0,0,0,0,0,0,"chr6","13780210","13783634"
"bcar1",967,478,865,1109,714,1500,421,263,228,3027,2406,2100,739,586,1703,"chr18","22606212","22688073"
"bcar3",1548,1162,1561,3335,2162,3535,881,383,485,2041,2972,2404,2902,1929,3426,"chr8","15084386","15162330"
"vdra",49,95,225,56,122,45,32,36,44,92,136,105,0,80,42,"chr23","45770161","45825632"
"sec11a",447,36,12,33,145,110,19,161,0,90,94,278,0,70,28,"chr18_KZ114967v1_alt","307186","316533"
"ndufa7",1623,1613,1278,2015,1828,3138,1181,916,1152,2075,1816,2314,620,1376,2447,"chr8","47804234","47811954"
"ndufa4",846,801,444,855,822,793,510,421,601,2101,1132,633,327,479,607,"chr12|chr12_KZ115369v1_alt","9880814|104108","9884326|107621"
"ndufa5",6214,6516,5335,22465,11691,20685,4981,5009,3713,5870,7332,8036,14954,15892,19431,"chr4","4930406","4932578"
"deptor",397,245,605,583,318,564,294,210,161,1363,1091,648,277,311,426,"chr16","14588148","14675909"
"galnt10",61,19,32,68,83,19,30,0,12,176,292,119,116,12,181,"chr21","45879745","45891262"
"rpl13a",770,550,608,1079,4929,1025,1212,587,416,589,724,1251,697,1134,515,"chr17_KZ115527v1_alt|chr17","177068|24615091","179897|24617919"
"arl1",2486,2552,2381,4504,4207,4819,2498,1517,1889,5297,4945,4320,2645,3255,5463,"chr4","5910255","5913412"
"her7",8,16,29,267,163,95,75,20,12,49,88,68,0,179,116,"chr5","68807198","68808485"
"n4bp1",1534,1571,1958,2332,1983,3093,1308,440,652,2852,3328,2450,2027,1434,2598,"chr18","18406033","18422543"
"galnt11",4615,4527,6042,9614,8946,12776,3603,1316,2271,6650,8073,7453,8068,11097,14986,"chr24","7558161","7587395"
"LOC100189617",0,0,0,0,150,0,132,0,0,223,0,95,0,0,0,"chr22","9891551","9896196"
"ndufa8",191,352,1426,178,308,193,224,162,206,241,395,275,353,74,226,"chr10_KZ115307v1_alt|chr10","209529|9410337","217625|9419993"
"arl6",149,181,138,60,116,0,96,69,107,657,264,274,0,68,108,"chr1","34203925","34232792"
"her5",0,0,0,0,4,0,1,0,0,0,8,0,0,0,0,"chr14","30543045","30544560"
"or103-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr15","31438764","31439726"
"mapkapk5",1504,1214,1635,2353,2021,3081,1262,941,843,1845,2296,1601,1796,1574,2494,"chr5","69553681","69571572"
"mapkapk3",121,116,109,169,140,40,169,52,97,172,176,172,453,156,347,"chr11","34584275","34629175"
"zgc:91999",11,0,4,31,24,87,18,0,0,15,56,0,0,0,0,"chr24","38270474","38288895"
"rps28",12222,9251,11007,47217,26952,55496,14738,10480,8259,9596,19313,13716,47223,39411,51227,"chr2","24507594","24509698"
"fsta",36,31,71,0,87,52,46,0,12,161,147,128,0,17,17,"chr5_KZ115138v1_alt|chr5","329969|40504910","335458|40510399"
"egln3",36,74,52,84,121,105,127,0,12,335,307,172,80,219,125,"chr17","9911978","9930037"
"selenoo2",20,24,25,0,12,0,12,61,0,12,9,0,148,0,0,"chr4","5378374","5388423"
"trappc13",3539,4020,3800,8425,5531,9758,2684,2146,2016,3910,3957,4111,4431,5661,5884,"chr10","15340769","15382142"
"trim71",1854,923,1577,3423,2149,3303,1129,760,917,5032,3329,2787,2646,1411,1777,"chr16","7742660","7793457"
